"","file_name","url","size","content_type","logical_file_type","modified_time","checksum"
"74","Site_075.csv","http://www.hydroshare.org/resource/fe0377e960b741c4a52dc6ea49db7d80/data/contents/1_Database_CSVFiles/RawWaterUseData/Site_075.csv",102358910,"text/csv","NoneType","2023-02-02T03:46:39","1805d348f8f5623f8dd388939b9b37a3"
"75","Site_101.csv","http://www.hydroshare.org/resource/fe0377e960b741c4a52dc6ea49db7d80/data/contents/1_Database_CSVFiles/RawWaterUseData/Site_101.csv",106905421,"text/csv","NoneType","2023-02-02T03:46:43","74b81e4e406273d8140501bc6224bb32"
"76","Site_102.csv","http://www.hydroshare.org/resource/fe0377e960b741c4a52dc6ea49db7d80/data/contents/1_Database_CSVFiles/RawWaterUseData/Site_102.csv",105902203,"text/csv","NoneType","2023-02-02T03:46:48","c5f8060e0834e77fc83aca8079398530"
"77","Site_103.csv","http://www.hydroshare.org/resource/fe0377e960b741c4a52dc6ea49db7d80/data/contents/1_Database_CSVFiles/RawWaterUseData/Site_103.csv",106782818,"text/csv","NoneType","2023-02-02T03:46:52","24f061d54e7b0a55ca8130037c6458d8"
"78","Site_071.csv","http://www.hydroshare.org/resource/fe0377e960b741c4a52dc6ea49db7d80/data/contents/1_Database_CSVFiles/RawWaterUseData/Site_071.csv",102560986,"text/csv","NoneType","2023-02-02T03:46:56","c8facef15912bdc86716fba862b1f30d"
"79","Site_105.csv","http://www.hydroshare.org/resource/fe0377e960b741c4a52dc6ea49db7d80/data/contents/1_Database_CSVFiles/RawWaterUseData/Site_105.csv",105573836,"text/csv","NoneType","2023-02-02T03:46:57","460f99f371be890dd82ed07244cef11d"
"80","Site_072.csv","http://www.hydroshare.org/resource/fe0377e960b741c4a52dc6ea49db7d80/data/contents/1_Database_CSVFiles/RawWaterUseData/Site_072.csv",110012918,"text/csv","NoneType","2023-02-02T03:47:01","4142674d9213efbae33bea5e4cad94e0"
"81","Site_073.csv","http://www.hydroshare.org/resource/fe0377e960b741c4a52dc6ea49db7d80/data/contents/1_Database_CSVFiles/RawWaterUseData/Site_073.csv",102833984,"text/csv","NoneType","2023-02-02T03:47:06","9246845dd8673ae6712e7d0b85eac117"
"82","TrainingData.csv","http://www.hydroshare.org/resource/fe0377e960b741c4a52dc6ea49db7d80/data/contents/1_Database_CSVFiles/TrainingData.csv",71946,"text/csv","NoneType","2023-02-05T17:31:58","12121360e2c4062a495a6c41bd34e029"
"83","daily_WeatherData_GVFarm.csv","http://www.hydroshare.org/resource/fe0377e960b741c4a52dc6ea49db7d80/data/contents/1_Database_CSVFiles/daily_WeatherData_GVFarm.csv",75731,"text/csv","NoneType","2023-02-05T18:02:59","fd2d4d00e382dc66f37c1ee18e1f6c7f"
"84","FlumePropertyData.csv","http://www.hydroshare.org/resource/fe0377e960b741c4a52dc6ea49db7d80/data/contents/1_Database_CSVFiles/FlumePropertyData.csv",4453,"text/csv","NoneType","2023-01-04T18:31:44","0660ba2b72d39e00ad956dc0124c1345"
"85","Sites.csv","http://www.hydroshare.org/resource/fe0377e960b741c4a52dc6ea49db7d80/data/contents/1_Database_CSVFiles/Sites.csv",1640,"text/csv","NoneType","2023-02-02T03:54:13","1d7912ffc5b778ec21bba6c343925a6f"
